"created_at","name","tokens","end_at"
2020-04-21 01:57:09,"realDonaldTrump","Tom Tiffany (@TomTiffanyWI) is a Great Advocate for the incredible people of Wisconsin (WI07). We need Tom in Congress to help us Make America Great Again! He will Fight for Small Business, supports our Incredible Farmers, Loves our Military and our Vets....",2020-04-21 01:57:10
2020-04-20 20:19:36,"realDonaldTrump","I will be having a White House Press Conference today at 5:30 P.M. Thank you!",2020-04-20 20:19:37
2020-04-20 15:37:22,"realDonaldTrump","... “Testing, Testing, Testing,” again playing a very dangerous political game. States, not the Federal Government, should be doing the Testing - But we will work with the Governors and get it done. This is easy compared to the fast production of thousands of complex Ventilators!",2020-04-20 15:37:23
2020-04-20 15:37:22,"realDonaldTrump","Last month all you heard from the Radical Left, Do Nothing Democrats was, “Ventilators, Ventilators, Ventilators.” They screamed it loud &amp; clear, &amp; thought they had us cold, even though it was the State’s task. But everyone got their V’s, with many to spare. Now they scream....",2020-04-20 15:37:23
2020-04-20 14:32:12,"realDonaldTrump","Received a very nice call from @GovTimWalz of Minnesota. We are working closely on getting him all he needs, and fast. Good things happening!",2020-04-20 14:32:13
2020-04-20 13:58:46,"realDonaldTrump","Congratulations to all of my many friends at The Villages in Florida on having done so well, and with such great spirit, during these rather unusual times. So proud of everyone! Mark Morse &amp; Gary Lester have really stepped up to the plate. Hope to see everyone soon.",2020-04-20 13:58:47
2020-04-20 11:57:40,"realDonaldTrump","https://t.co/cU6gIdMgGi",2020-04-20 11:57:41
2020-04-20 01:30:12,"realDonaldTrump","BRILLIANT, A MUST WATCH! @RepDanCrenshaw https://t.co/W6pGsJQ2ua",2020-04-20 01:30:13
2020-04-19 20:13:28,"realDonaldTrump","White House News Conference at 5:45. Thank you!",2020-04-19 20:13:29
2020-04-19 19:38:09,"realDonaldTrump","Thank you to my boy! https://t.co/GAFe1AdZpt",2020-04-19 19:38:10
2020-04-19 19:18:05,"realDonaldTrump","“On February 19th there was a Democratic Debate, in Las Vegas. Three words weren’t said: Virus, CoronaVirus, or COVID19. NEVER came up!” @BretBaier",2020-04-19 19:18:06
2020-04-19 19:15:28,"realDonaldTrump","Great book by @SenatorTimScott! https://t.co/9o31w3DhJr",2020-04-19 19:15:29
2020-04-19 19:14:26,"realDonaldTrump",".@FoxNews “Dems say President Trump is trying to open the United States Economy too quickly”, but, if I took even a little more time, they would loudly chant that I am moving too slowly. Just political talking points for them. For me it’s about lives &amp;  the future of our Country!",2020-04-19 19:14:27
2020-04-19 16:58:51,"realDonaldTrump","Nervous Nancy is an inherently “dumb” person. She wasted all of her time on the Impeachment Hoax. She will be overthrown, either by inside or out, just like her last time as “Speaker”. Wallace &amp; @FoxNews are on a bad path, watch! https://t.co/nkEj5YeRjb",2020-04-19 16:58:52
2020-04-19 16:36:26,"realDonaldTrump","Just like I was right on Ventilators (our Country is now the “King of Ventilators”, other countries are calling asking for help-we will!), I am right on testing. Governors must be able to step up and get the job done. We will be with you ALL THE WAY!",2020-04-19 16:36:27
2020-04-19 13:47:19,"realDonaldTrump","Great credit must be given to @FEMA and all of those that are helping our States make it big! https://t.co/MwWfmZjQIN",2020-04-19 13:47:20
2020-04-19 13:44:09,"realDonaldTrump","Look forward to this! https://t.co/0JkHERaE8M",2020-04-19 13:44:10
2020-04-19 03:23:36,"realDonaldTrump","CONGRATULATIONS @AF_Academy! https://t.co/27HxXLNbd8",2020-04-19 03:23:37
2020-04-19 00:34:57,"realDonaldTrump","Great new book out by @realKTMcFarland, “Revolution: Trump, Washington, and We the People”. Get your copy today! https://t.co/KBkladnmPQ",2020-04-19 00:34:58
2020-04-18 23:41:26,"realDonaldTrump","Will be online tomorrow morning at 10:30am (Eastern) watching @jackngraham from @Prestonwood Baptist in Dallas, Texas. You can join us at https://t.co/Nx4ePPySmn. https://t.co/mheZBjYHrx",2020-04-18 23:41:27
2020-04-18 19:13:28,"realDonaldTrump","China wants Sleepy Joe sooo badly. They want all of those billions of dollars that they have been paying to the U.S. back, and much more. Joe is an easy mark, their DREAM CANDIDATE! https://t.co/vmvCr4SkQq",2020-04-18 19:13:29
2020-04-18 19:03:09,"realDonaldTrump","I gave up on Drudge (a really nice guy) long ago, as have many others. People are dropping off like flies! https://t.co/L77SXS2mE8",2020-04-18 19:03:10
2020-04-18 18:22:18,"realDonaldTrump","The most often used phrase in the Lamestream Media, by far, is “sources say”, or “officials who spoke on the condition of anonymity”, or anything similar which allows Fake News to make up a phony quote from a person who doesn’t even exist. The American people should demand NAMES!",2020-04-18 18:22:19
2020-04-18 17:20:49,"realDonaldTrump","....them happy, or even a little bit satisfied. They were RUDE and NASTY. This is their political playbook, and they will use it right up to the election on November 3rd. They will not change because they feel that this is the only way they can win. America will not be fooled!!!",2020-04-18 17:20:50
2020-04-18 17:20:28,"realDonaldTrump","....Example! V.P. Mike Pence held a conference call yesterday with all Democrat Senators. He gave them everything that they would have wanted to hear in terms of gaining ground on the CoronaVirus, but nothing that anyone could have said, including “it’s over”, could have made....",2020-04-18 17:20:29
2020-04-18 17:20:23,"realDonaldTrump","No matter what you do for the Do Nothing Democrats, no matter how GREAT a job you are doing, they will only respond to their Fake partners in the Lamestream Media in the negative, even in a time of crisis. I thought it would be different, but it’s not. In fact, it’s even worse...",2020-04-18 17:20:24
2020-04-18 17:05:13,"realDonaldTrump","Great news, thank you! https://t.co/hp4TCZQW9r",2020-04-18 17:05:14
2020-04-18 17:01:32,"realDonaldTrump","Thank you @Honeywell, great job! https://t.co/8MfzxtvDPK",2020-04-18 17:01:33
2020-04-18 16:44:19,"realDonaldTrump","I will be having a White House Press Conference today at 5:00 P.M. Thank you!",2020-04-18 16:44:20
2020-04-18 16:37:54,"realDonaldTrump","Really nice to see this and, what a great pick! https://t.co/91104h0sd1",2020-04-18 16:37:55
2020-04-18 16:32:07,"realDonaldTrump","John James will be a GREAT Senator for Michigan! https://t.co/yGiWzZ9nR0",2020-04-18 16:32:08
2020-04-18 15:51:25,"realDonaldTrump","Spending the morning speaking to @fema and Military relative to CoronaVirus. Also, spoke to leaders of various countries including Poland, South Korea and Bahrain. Last night had a very gold conversation with the President of Mexico on numerous topics. Border is very strong!",2020-04-18 15:51:26
2020-04-18 03:50:31,"realDonaldTrump","An incompetent political hack! Come back to Washington &amp; take care of our great American workers. https://t.co/FZ9mH92j0S",2020-04-18 03:50:32
2020-04-18 03:47:48,"realDonaldTrump","This is a disgraceful situation! https://t.co/s2qZSrGw6U",2020-04-18 03:47:49
2020-04-18 03:42:23,"realDonaldTrump","Lamestream Media is only getting worse! https://t.co/cuTRo87tz3",2020-04-18 03:42:24
2020-04-18 03:40:31,"realDonaldTrump","Cut him off now! https://t.co/kdGybEFeOI",2020-04-18 03:40:32
2020-04-18 03:38:07,"realDonaldTrump","Great book. Get it and support Charlie! https://t.co/fG7YXOCk9R",2020-04-18 03:38:08
2020-04-18 03:35:10,"realDonaldTrump","They are Fake News Losers! https://t.co/3RHcBZogms",2020-04-18 03:35:11
2020-04-17 19:33:46,"realDonaldTrump","White House news conference today at 6:00 P.M. Eastern. Thank you!",2020-04-17 19:33:47
2020-04-17 17:00:01,"realDonaldTrump","Cuomo ridiculously wanted “40 thousand Ventilators”. We gave him a small fraction of that number, and it was plenty. State should have had them in stockpile!",2020-04-17 17:00:02
2020-04-17 16:32:43,"realDonaldTrump","The States have to step up their TESTING!",2020-04-17 16:32:44
2020-04-17 16:30:05,"realDonaldTrump","China has just announced a doubling in the number of their deaths from the Invisible Enemy. It is far higher than that and far higher than the U.S., not even close!",2020-04-17 16:30:06
2020-04-17 16:25:30,"realDonaldTrump","Biden/Obama were a disaster in handling the H1N1 Swine Flu. Polling at the time showed disastrous approval numbers. 17,000 people died unnecessarily and through incompetence! Also, don’t forget their 5 Billion Dollar Obamacare website that should have cost close to nothing!",2020-04-17 16:25:31
2020-04-17 16:11:45,"realDonaldTrump","....testing that you should be doing. We have given New York far more money, help and equipment than any other state, by far, &amp; these great men &amp; women who did the job never hear you say thanks. Your numbers are not good. Less talk and more action!",2020-04-17 16:11:46
2020-04-17 16:11:45,"realDonaldTrump","Governor Cuomo should spend more time “doing” and less time “complaining”. Get out there and get the job done. Stop talking! We built you thousands of hospital beds that you didn’t need or use, gave large numbers of Ventilators that you should have had, and helped you with....",2020-04-17 16:11:46
2020-04-17 15:25:45,"realDonaldTrump","LIBERATE VIRGINIA, and save your great 2nd Amendment. It is under siege!",2020-04-17 15:25:46
2020-04-17 15:22:41,"realDonaldTrump","LIBERATE MICHIGAN!",2020-04-17 15:22:42
2020-04-17 15:21:48,"realDonaldTrump","LIBERATE MINNESOTA!",2020-04-17 15:21:49
2020-04-17 13:50:31,"realDonaldTrump","Today people started losing their jobs because of Crazy Nancy Pelosi, Cryin’ Chuck Schumer, and the Radical Left, Do Nothing Democrats, who should immediately come back to Washington and approve legislation to help families in America. End your ENDLESS VACATION!",2020-04-17 13:50:32
2020-04-17 13:20:29,"realDonaldTrump","....in January and February, as the Virus spread globally? Why did the W.H.O. wait as long as it did to take decisive action? Lanhee Chen, Hoover Institution Fellow @FoxNews",2020-04-17 13:20:30
2020-04-17 13:20:29,"realDonaldTrump","Why did the W.H.O. Ignore an email from Taiwanese health officials in late December alerting them to the possibility that CoronaVirus could be transmitted between humans? Why did the W.H.O. make several claims about the CoronaVirus that ere either inaccurate or misleading....",2020-04-17 13:20:30
2020-04-17 02:05:53,"realDonaldTrump","THANK GOD FOR TRUCKERS! 
https://t.co/PNLPAkhNUK",2020-04-17 02:05:54
2020-04-16 23:24:57,"realDonaldTrump","https://t.co/lmb1H6I6en",2020-04-16 23:24:58
2020-04-16 18:24:30,"realDonaldTrump","Crazy Nancy Pelosi deleted this from her Twitter account. She wanted everyone to pack into Chinatown long after I closed the BORDER TO CHINA. Based on her statement, she is responsible for many deaths. She’s an incompetent, third-rate politician! https://t.co/uWNI7DCG3o",2020-04-16 18:24:31
2020-04-16 18:18:46,"realDonaldTrump","Major News Conference tonight, the White House at 6:00 P.M. (Eastern), to explain Guidelines for OPENING UP AMERICA AGAIN!",2020-04-16 18:18:47
2020-04-16 17:11:42,"realDonaldTrump","Democrats are blocking additional funding for the popular Paycheck Protection Program. They are killing American small businesses. Stop playing politics Dems! Support Refilling PPP NOW – it is out of funds!",2020-04-16 17:11:43
2020-04-16 13:33:08,"realDonaldTrump","Crazy “Nancy Pelosi, you are a weak person. You are a poor leader. You are the reason America hates career politicians, like yourself.” @seanhannity She is totally incompetent &amp; controlled by the Radical Left, a weak and pathetic puppet. Come back to Washington and do your job!",2020-04-16 13:33:09
2020-04-16 13:12:40,"realDonaldTrump",".@OANN Poll “Gives President Trump a 52% Approval Rating in North Carolina, and a seven point lead over (Sleepy) Joe Biden. The President also helps other Republican Candidates, including @SenThomTillis, who has a 4% lead over his Democrat rival.”",2020-04-16 13:12:41
2020-04-15 20:49:31,"realDonaldTrump","White House news conference today at 5:30 P.M. Eastern. Thank you!",2020-04-15 20:49:32
2020-04-15 19:02:47,"realDonaldTrump","We are having very productive calls with the leaders of every sector of the economy who are all-in on getting America back to work, and soon. More to come! #MAGA",2020-04-15 19:02:48
2020-04-15 15:48:05,"realDonaldTrump","My condolences to the Steinbrenner family, and the entire @Yankees Organization, on the passing of Hank Steinbrenner. He was a friend and will be missed greatly by all! https://t.co/nHsO7Wy0oM",2020-04-15 15:48:06
